year,PheWAS_code,PheWAS_name,total_burden_in_million,publication,trial,ROI
2004,415.1,Pulmonary embolism and infarction,1291550.375,645,10,0.411781907
2004,569.1,Toxic gastroenteritis and colitis,60135.72656,537,21,0.00051086
2004,557.8,Other specified intestinal malabsorption,195102.5313,0,0,606695.6875
2004,260,Protein-calorie malnutrition,638323.8125,102,1,6.303228855
2004,411.3,Angina pectoris,7025707,558,9,15.64798546
2004,703,Diseases of nail,116303.5469,106,0,20.33687401
2004,722.9,Other and unspecified disc disorder,2011448.25,53,0,12164.80176
2004,531.1,Hemorrhage from gastrointestinal ulcer,1118502,83,2,11.95066738
2004,271.9,Other disorders of carbohydrate transport and metabolism,241479.5313,59,8,0.196629018
2004,297.1,Suicidal ideation,24.04777145,0,0,0.009217111
2004,38,Septicemia,2447576.5,190,4,12.53132057
2004,274,Gout and other crystal arthropathies,618.9198608,240,0,0.000254381
2004,733.8,Malunion and nonunion of fracture,2552120.25,161,0,6447.547852
2004,963,Poisoning by primarily systemic agents,86942.10938,1552,1,0.007685809
2004,911,Blister,90739.79688,89,0,14.74354362
2004,705.1,Dyshidrosis,223480.75,7,0,1135.552734
2004,426.21,First degree AV block,130862.7578,249,2,0.054533627
2004,420.1,Myocarditis,102021.9609,514,4,0.008048529
2004,246.7,Abnormal results of function study of thyroid,266530.4063,5,0,2259.960693
2004,573.3,Hepatomegaly,317715.4688,67,0,240.0944977
2004,1005,Other symptoms,2618402,3673,5,0.593824267
2004,871.1,Open wound of hand except finger(s),2002796.125,123,0,5197.304688
2004,279.2,Autoimmune disease NEC,276446.1563,88,0,138.3993988
2004,327.6,Circadian rhythm sleep disorder,58131.30078,78,5,0.013780889
2004,149.2,Cancer of nasopharynx,451179.5938,283,3,0.380869061
2004,480,Pneumonia,9167191,15,0,892353.625
2004,284.1,Pancytopenia,43.01879883,74,3,1.32E-08
2004,720,Spinal stenosis,3380497,109,2,83.12732697
2004,772.4,Rhabdomyolysis,124361.1797,140,0,17.60580063
2004,733.6,Costochondritis,837641.4375,1,0,110723.5625
2004,751.1,Congenital anomalies of genital organs,85663.25,1,0,1158.011353
2004,187,Cancer of other male genital organs,13658.13965,50,1,0.005886404
2004,447.1,Stricture of artery,1109701.875,489,18,0.222856998
2004,626.11,Absent or infrequent menstruation,3334948.75,176,1,99.71595764
2004,149.1,Cancer of oropharynx,1050295,127,2,6.887057304
2004,80,Postoperative infection,3199189.75,569,2,14.26294136
2004,797,Shock,355739.7188,738,13,0.021007303
2004,532,Dysphagia,4685523.5,368,2,47.30484772
2004,394,Chronic rheumatic disease of the heart valves,360696.125,735,3,0.093727767
2004,790.8,Elevated C-reactive protein (CRP),4207.970215,1269,0,0.002223952
2004,580.3,Nephritis and nephropathy without mention of glomerulonephritis,1010.313416,1466,80,1.39E-08
2004,352.2,Facial nerve disorders [CN7],939978.25,94,0,1497.982422
2004,704.1,Alopecia,630878.4375,209,0,303.5075073
2004,634,Miscarriage; stillbirth,2578579.5,339,1,30.95083046
2004,625,Pain and other symptoms associated with female genital organs,9232324,127,2,532.1488647
2004,741.3,Difficulty in walking,1212129,2,2,579.6297607
2004,275.3,Disorders of magnesium metabolism,113599.7031,81,0,25.38989258
2004,304,Adjustment reaction,15774217,45,0,881113.25
2004,256.4,Polycystic ovaries,899025,357,13,0.277351767
2004,313.1,Attention deficit hyperactivity disorder,8096448.5,708,38,3.882370949
2004,255.2,Adrenal hypofunction,373368.0313,137,3,0.538766563
2004,981,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,65112.55859,1592,1,0.004202498
2004,560.4,Other intestinal obstruction,2264430.5,535,2,7.599851608
2004,270.38,Other specified disorders of plasma protein metabolism,70295.26563,1,0,779.7868042
2004,874,Complication of amputation stump,295669.9688,6830,10,0.002038
2004,585,Renal failure,4471.757324,592,7,7.68E-06
2004,70.4,Chronic hepatitis,589912.625,144,33,0.116676234
2004,257.1,Testicular hypofunction,1080281,19,1,96.87575531
2004,601.11,Acute prostatitis,434989.3438,343,1,0.870510757
2004,351,Other peripheral nerve disorders,16915566,421,5,216.2161255
2004,726.1,Enthesopathy,8751785,399,4,76.29747772
2004,480.3,Pneumonia due to fungus (mycoses),195426.6875,122,1,0.493964821
2004,726.4,Calcaneal spur; Exostosis NOS,2784304.75,23,1,531.6681519
2004,225,Benign neoplasm of brain and other parts of nervous system,2493274,9817,365,0.002765038
2004,790.6,Other abnormal blood chemistry,2228043.25,560,11,1.283244014
2004,386.2,Peripheral or central vertigo,1301338.5,197,0,1370.053223
2004,695.1,Toxic erythema,131956.1406,96,0,28.9059906
2004,306,Random mental disorder. Ignored for now,222630.8281,119,0,66.37924194
2004,244.3,Iodine hypothyroidism,37017.12109,405,4,0.001344746
2004,626.12,Excessive or frequent menstruation,9800130,78,0,196226.8906
2004,563,Constipation,4493861.5,313,11,9.339828491
2004,737,Curvature of spine,120947.0156,22,0,105.9291306
2004,735.3,Hallux valgus (Bunion),8523726,55,0,210505
2004,381.2,Eustachian tube disorders,2161816.25,124,0,6006.562012
2004,426.3,Bundle branch block,84608.05469,204,1,0.0553727
2004,385.5,Tympanosclerosis and middle ear disease related to otitis media,149626.1719,158,47,0.004803806
2004,202.23,Lymphosarcoma,453682.4375,665,123,0.004010333
2004,735,Acquired foot deformities,2464.619629,4,0,0.241435185
2004,200.1,Polycythemia vera,358872.75,80,2,1.276396751
2004,994.1,Systemic inflammatory response syndrome (SIRS),22825.13281,190,4,0.00108981
2004,395.1,Nonrheumatic mitral valve disorders,6312173.5,63,1,997.8656616
2004,791,Gangrene,341387.5,68,0,273.1288757
2004,395.4,Nonrheumatic pulmonary valve disorders,158438.125,404,2,0.049269285
2004,117.1,Histoplasmosis,40018.6875,64,0,3.987704515
2004,550.2,Diaphragmatic hernia,2293616,71,1,116.9083786
2004,687.4,Disturbance of skin sensation,6283603,317,3,65.95126343
2004,217,Vascular hamartomas and non-neoplastic nevi,243770.7656,1,1,92.84651947
2004,994,Sepsis and SIRS,8196.337891,190,4,0.000140528
2004,613.5,Mastodynia,1399840.5,3632,5,0.171639591
2004,411.1,Unstable angina (intermediate coronary syndrome),4212302,364,4,19.37431717
2004,605,Erectile dysfunction [ED],1841722.875,546,23,0.430305094
2004,972,Poisoning by agents primarily affecting the cardiovascular system,29948.69336,1552,1,0.000911979
2004,604,Disorders of penis,385262.5938,121,0,195.4958496
2004,733,Other disorders of bone and cartilage,1975112.625,319,4,4.860491276
2004,376,Disorders of the orbit,107406.0156,164,0,11.21068096
2004,557.11,Celiac disease,288837.5938,388,2,0.170495749
2004,110.2,Dermatomycoses,404217,155,0,168.0020447
2004,750.14,Congenital anomalies of esophagus,16946.07227,54,0,0.847440243
2004,759,Other and unspecified congenital anomalies,854276.125,560,19,0.109260634
2004,502,Postinflammatory pulmonary fibrosis,1324094.75,280,5,1.991920114
2004,743.9,Osteopenia,4543935,232,9,15.74265003
2004,715.1,Sacroiliitis NEC,1129151.125,0,0,20321196
2004,530.2,Esophageal bleeding (varices/hemorrhage),283295.375,489,18,0.014524212
2004,473.4,Voice disturbance,935911.875,5,0,27866.16797
2004,282.9,Other hereditary hemolytic anemias,103610.8203,55,0,31.10381699
2004,70.2,Viral hepatitis B,550858.6875,704,39,0.017610461
2004,696.42,Psoriatic arthropathy,1575632.125,113,6,5.825905323
2004,751.12,Congenital anomalies of male genital organs,1482841.5,152,0,2305.486084
2004,428.1,Congestive heart failure (CHF) NOS,8081842,2551,94,0.43408981
2004,994.2,Sepsis,281574.8125,1028,23,0.005342184
2004,772.1,Muscular wasting and disuse atrophy,713534.875,177,4,1.143229485
2004,454,Varicose veins,912299.3125,577,18,0.127650574
2004,577,Diseases of pancreas,469265.8125,187,3,0.623521805
2004,601.2,Hydrocele,5301.530762,33,0,0.135706976
2004,53,Herpes zoster,1070856.875,0,8,22817.89063
2004,743.12,Senile osteoporosis,635503.125,1271,60,0.008439329
2004,752.2,Other specified congenital anomalies of nervous system,756116.75,666,6,0.227649987
2004,723.1,Torticollis,676677.75,77,5,1.891576886
2004,452.2,Deep vein thrombosis [DVT],273771.4063,1091,13,0.008416184
2004,386,Vertiginous syndromes and other disorders of vestibular system,76106.01563,35,0,26.36884117
2004,416,Cardiomegaly,1604209.125,313,0,1310.415039
2004,695.21,Dermatitis herpetiformis,31117.16016,96,0,1.607416749
2004,593,Hematuria,8791423,187,2,327.7197266
2004,252,Disorders of parathyroid gland,37750.36719,24,0,9.460090637
2004,275.2,Disorders of copper metabolism,17947.28711,13,0,3.946075916
2004,706.3,Seborrhea,81705.64063,45,0,23.63960266
2004,612.1,Galactorrhea,154865.8281,0,0,382257.75
2004,480.11,Pneumococcal pneumonia,553358.3125,138,1,3.501274109
2004,401.3,Other hypertensive complications,2288018.25,125,1,66.0842514
2004,218.2,Other benign neoplasm of uterus,418265.875,1921,36,0.004030855
2004,512.7,Shortness of breath,10232157,471,3,117.7017365
2004,290.1,Dementias,188754.9063,133,0,42.69306946
2004,202.22,Reticulosarcoma,1094645.625,665,123,0.023346595
2004,300.4,Dysthymic disorder,8666416,63,6,316.1114197
2004,609.11,Azoospermia and oligospermia,171816.5781,179,0,26.2843914
2004,180,Cervical cancer and dysplasia,823.4564819,1344,31,2.59E-08
2004,602,Other disorders of prostate,416777,646,8,0.053503338
2004,817,Concussion,2445060.25,403,7,3.372798443
2004,226,Benign neoplasm of thyroid glands,883368.125,78,0,1594.3302
2004,604.1,Redundant prepuce and phimosis/BXO,1464494.625,53,0,6448.562012
2004,316,Substance addiction and disorders,4467401,4597,111,0.062332921
2004,292.6,Hallucinations,121927.5859,205,4,0.028822364
2004,915,Superficial injury without mention of infection,15484179,1543,10,24.74107742
2004,189,Cancer of urinary organs (incl. kidney and bladder),15043.14844,417,7,0.000123384
2004,526.1,Cysts of the jaws,258536.7656,13,0,818.8652344
2004,292.1,Aphasia/speech disturbance,1496976,283,7,1.800341845
2004,695.9,Unspecified erythematous condition,102267.4453,191,0,8.726977348
2004,286.8,Hypercoagulable state,190920.75,303,2,0.095389016
2004,218.1,Uterine leiomyoma,10756828,375,8,61.39572906
2004,558,Noninfectious gastroenteritis,9467776,248,3,191.3839111
2004,1011,Complications of surgical and medical procedures NOS,3364753,7013,9,0.285576373
2004,627.4,Premenopausal menorrhagia,422348.4063,97,5,0.584968626
2004,428,Congestive heart failure; nonhypertensive,1295730.25,2551,94,0.011158044
2004,574.3,Cholecystitis without cholelithiasis,5376344,122,3,125.4461288
2004,695.81,Erythema nodosum,52384.04297,32,0,13.66335964
2004,290.16,Vascular dementia,206834.3438,284,1,0.237703398
2004,379.3,Aphakia and other disorders of lens,349003.9063,45,1,4.270466328
2004,521,Diseases of hard tissues of teeth,6178.441406,117,0,0.051997203
2004,443,Peripheral vascular disease,1106.262939,489,18,2.21E-07
2004,346,Abnormal findings on study of brain and/or nervous system,820173.9375,81,0,1323.48291
2004,117.4,Aspergillosis,152802.9531,345,4,0.026898775
2004,559,Ileostomy status,469383.3438,63,0,557.3024292
2004,735.4,Other acquired deformities of ankle and foot,1141671.5,394,2,2.623156071
2004,253.2,Pituitary hypofunction,2299686.5,138,14,4.359470367
2004,244.2,Acquired hypothyroidism,555148.75,32,4,3.826782227
2004,681.1,Cellulitis and abscess of fingers/toes,3033399,350,1,41.48607635
2004,578.2,Blood in stool,4076077.75,611,5,8.650556564
2004,187.1,Malignant neoplasm of unspecified male genital organ,76860.67188,127,2,0.036882423
2004,690.1,Seborrheic dermatitis,1116961.625,45,0,4417.866699
2004,281,Other deficiency anemia,16783.4043,22,0,2.039788961
2004,870.1,Open wound or laceration of eye or eyelid,663186.875,235,2,1.484002233
2004,394.12,Aortic stenosis/insufficiency,200779.9219,566,4,0.028308522
2004,526,Diseases of the jaws,10296.17969,69,0,0.24484168
2004,735.21,Hammer toe (acquired,3245908.75,4,0,418767.8125
2004,714,Rheumatoid arthritis and other inflammatory polyarthropathies,931968.25,412,92,0.036517791
2004,938.2,Chronic dermatitis due to solar radiation,532360.625,21,0,2149.962646
2004,577.3,Cyst and pseudocyst of pancreas,311941.25,69,1,2.225139618
2004,8.52,Intestinal infection due to C. difficile,542342.4375,75,1,6.188020229
2004,383,Otosclerosis,434164.0938,42,0,715.1551514
2004,571.51,Cirrhosis of liver without mention of alcohol,1233187.75,224,3,3.594757557
2004,427.61,Supraventricular premature beats,275536.5,25,2,2.407097101
2004,495.2,Asthma with exacerbation,4973673.5,54,3,242.5263824
2004,305.1,Tension headache,798444.6875,67,2,7.543955803
2004,577.2,Chronic pancreatitis,561493.6875,5,5,20.01978493
2004,971,Poisoning by drugs primarily affecting the autonomic nervous system,29533.48633,1552,1,0.000886867
2004,275.6,Hypercalcemia,408230.7813,186,2,0.710434854
2004,643.1,Hyperemesis gravidarum,920193.4375,27,0,4996.648438
2004,291.1,Transient mental disorders due to conditions classified elsewhere,137323.25,9,0,333.5865173
2004,729.3,Panniculitis,120719.9297,45,0,51.60526657
2004,229,Benign neoplasm of unspecified sites,707569.0625,7331,309,0.000352246
2004,249,Secondary diabetes mellitus,114.9236603,2310,286,3.19E-11
2004,696.2,Parapsoriasis,49968.28125,1,0,394.0148315
2004,379,Other disorders of eye,155464.4375,810,8,0.005937236
2004,442.4,Arterial dissection,75421.08594,51,0,17.77359962
2004,465,Acute upper respiratory infections of multiple or unspecified sites,21615542,1840,21,19.26331902
2004,510,Other diseases of lung,5703869.5,479,13,8.320748329
2004,174.11,Malignant neoplasm of female breast,50112060,6915,252,2.296777964
2004,709.2,Sicca syndrome,264475.375,265,2,0.209294215
2004,420.21,Acute pericarditis,361913.9063,127,0,164.3681793
2004,430.1,Subarachnoid hemorrhage,1008064.125,403,7,0.573307455
2004,295,Schizophrenia and other psychotic disorders,1436001.375,2991,156,0.007043435
2004,362.23,Cystoid macular degeneration of retina,841584.75,300,13,0.289219648
2004,709.4,Dermatomyositis and Polymyositis,845598.3125,166,1,6.797006607
2004,603.2,Spermatocele,268634.3125,6,0,1913.787109
2004,960.2,Allergy/adverse effect of penicillin,29013.99219,1552,1,0.000855942
2004,8.5,Bacterial enteritis,201524.6406,634,2,0.050793625
2004,658,Problems associated with amniotic cavity and membranes,2959856.25,443,2,15.68110561
2004,277.5,Other disorders of lipoid metabolism,111208.9375,0,0,197117.1875
2004,564.1,Irritable Bowel Syndrome,2858709.75,295,11,4.010155201
2004,250,Diabetes mellitus,898870.8125,4643,307,0.000903415
2004,252.2,Hypoparathyroidism,69833.42969,55,0,14.12961197
2004,634.1,Missed abortion/Hydatidiform mole,4442302,78,1,399.1991577
2004,604.3,Peyronie's disease,111321.4766,48,0,41.14066696
2004,652,Malposition and malpresentation of fetus or obstruction,6345581,85,2,375.5967407
2004,480.13,MRSA pneumonia,554398.9375,723,35,0.019353231
2004,378.5,Paralytic strabismus,256853.6094,292,3,0.119633339
2004,721.8,Other allied disorders of spine,225154.3438,13,0,621.0527954
2004,565,Anal and rectal conditions,4431492.5,350,1,88.54077148
2004,530.13,Barrett's esophagus,1484194.5,268,5,2.614797115
2004,159.4,Malignant neoplasm of retroperitoneum and peritoneum,542668.6875,119,0,394.3947449
2004,253.4,Anterior pituitary disorders,167743.1719,63,2,0.354102701
2004,816,Cerebral laceration and contusion,510109.75,1119,20,0.018522145
2004,290.12,Dementia with cerebral degenerations,105005.3672,160,2,0.054641787
2004,592.12,Chronic cystitis,540550.8125,3562,41,0.00318811
2004,505,Other pulmonary inflamation or edema,877408,306,2,1.994879127
2004,842,Other sprains and strains,1243118.375,190,1,12.83430195
2004,599.8,Other symptoms involving urinary system,221115.2031,0,0,779259.9375
2004,751.21,Cystic kidney disease,661023.125,2033,77,0.004448276
2004,41.21,Rheumatic fever / chorea,41047.24219,208,2,0.006422924
2004,288.1,Decreased white blood cell count,129.6282806,223,0,1.20E-05
2004,279.11,Deficiency of humoral immunity,3950354,103,2,120.1272812
2004,711,Arthropathy associated with infections,179459.1875,1283,102,0.000392196
2004,364.2,Corneal edema,288400.9063,38,0,348.7711487
2004,732,Osteochondropathies,1411094.625,335,9,1.051416755
2004,695.7,Lichen,187630.3594,104,5,0.10768085
2004,342,Hemiplegia,709676.6875,351,16,0.142841786
2004,448,Disease of capillaries,177714.5156,557,19,0.004753854
2004,184.11,Malignant neoplasm of ovary,6041363,1746,71,0.469190031
2004,599.5,Frequency of urination and polyuria,2735466.5,39,1,302.6987305
2004,366,Cataract,7912097.5,565,15,11.7649889
2004,575.8,Other disorders of biliary tract,584218.5,159,1,3.387271166
2004,213,Benign neoplasm of bone and articular cartilage,964623.8125,380,0,390.270752
2004,274.2,Crystal arthropathies,7106.227051,240,0,0.033534661
2004,483,Acute bronchitis and bronchiolitis,14343027,733,10,44.68716431
2004,512.9,Other dypnea,9695681,196,2,380.3009644
2004,132.1,Pediculosis and phthirus infestation,43478.57031,64,2,0.023418102
2004,79.2,Infectious mononucleosis,517746.2813,60,1,7.049107075
2004,277.4,Disorders of bilirubin excretion,74236.82813,76,1,0.114417329
2004,433.12,Cerebral atherosclerosis,233133.6875,69,1,1.242858648
2004,427.3,Other specified cardiac dysrhythmias,4024764.75,233,8,13.83308411
2004,363.4,Choroidal degenerations,27042.44141,12,0,9.704963684
2004,348,Other conditions of brain,1891916.25,915,0,623.480835
2004,334,Degenerative disease of the spinal cord,614004.375,249,2,1.200535893
2004,696,Psoriasis and related disorders,9890.098633,580,26,1.03E-05
2004,370.1,Corneal ulcer,339743.1563,91,0,202.1424255
2004,214,Lipoma,1525640.75,198,0,1873.538086
2004,598.1,Proteinuria,5196.415039,1405,76,4.03E-07
2004,530.7,Gastroesophageal laceration-hemorrhage syndrome,137145.2188,6,0,498.806366
2004,785,Abdominal pain,67643264,739,8,1232.001831
2004,362,Other retinal disorders,643592.9375,475,10,0.13884519
2004,165.1,Cancer of bronchus; lung,18402200,4221,189,0.676524401
2004,571,Chronic liver disease and cirrhosis,2840.449707,1041,20,6.17E-07
